No.,Ref,Material 1,Formula,MagpieData mean Number,MagpieData mean Electronegativity,MagpieData mean AtomicRadius,MagpieData mean CovalentRadius,MagpieData mean Density,MagpieData mean Row,MagpieData mean Column,size (nm),Shape,Synthesis Method,zeta potential,bacteria,gram stain,motility,Oxygen Requirement,Shape.1,Arrangement,duration,temperature,MIC (ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂµg/mL),MIC_class,MIC_pred (ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂµg/mL),MIC_pred (ÃÂÃÂÃÂÃÂµg/mL),MIC_pred (ÃÂÃÂµg/mL),MBC_pred (ÃÂµg/mL),MBC_pred (Âµg/mL),MBC_pred (µg/mL)
928,,Ag,Ag,47,1.93,1.6,145,10490,5,11,103,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
929,,Ag,Ag,47,1.93,1.6,145,10490,5,11,103,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
930,,Ag,Ag,47,1.93,1.6,145,10490,5,11,103,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
931,,Ag,Ag,47,1.93,1.6,145,10490,5,11,103,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
932,,Ag,Ag,47,1.93,1.6,145,10490,5,11,103,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
933,,Ag,Ag,47,1.93,1.6,145,10490,5,11,103,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
934,,Ag,Ag,47,1.93,1.6,145,10490,5,11,103,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
935,,Ag,Ag,47,1.93,1.6,145,10490,5,11,103,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
936,,Ag,Ag,47,1.93,1.6,145,10490,5,11,103,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
937,,Ag,Ag,47,1.93,1.6,145,10490,5,11,104,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
938,,Ag,Ag,47,1.93,1.6,145,10490,5,11,104,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
939,,Ag,Ag,47,1.93,1.6,145,10490,5,11,104,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
940,,Ag,Ag,47,1.93,1.6,145,10490,5,11,104,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
941,,Ag,Ag,47,1.93,1.6,145,10490,5,11,104,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
942,,Ag,Ag,47,1.93,1.6,145,10490,5,11,104,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
943,,Ag,Ag,47,1.93,1.6,145,10490,5,11,104,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
944,,Ag,Ag,47,1.93,1.6,145,10490,5,11,104,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
945,,Ag,Ag,47,1.93,1.6,145,10490,5,11,104,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
946,,Ag,Ag,47,1.93,1.6,145,10490,5,11,105,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
947,,Ag,Ag,47,1.93,1.6,145,10490,5,11,105,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
948,,Ag,Ag,47,1.93,1.6,145,10490,5,11,105,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
949,,Ag,Ag,47,1.93,1.6,145,10490,5,11,105,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
950,,Ag,Ag,47,1.93,1.6,145,10490,5,11,105,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
951,,Ag,Ag,47,1.93,1.6,145,10490,5,11,105,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
952,,Ag,Ag,47,1.93,1.6,145,10490,5,11,105,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
953,,Ag,Ag,47,1.93,1.6,145,10490,5,11,105,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
954,,Ag,Ag,47,1.93,1.6,145,10490,5,11,105,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
955,,Ag,Ag,47,1.93,1.6,145,10490,5,11,106,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
956,,Ag,Ag,47,1.93,1.6,145,10490,5,11,106,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
957,,Ag,Ag,47,1.93,1.6,145,10490,5,11,106,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
958,,Ag,Ag,47,1.93,1.6,145,10490,5,11,106,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
959,,Ag,Ag,47,1.93,1.6,145,10490,5,11,106,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
960,,Ag,Ag,47,1.93,1.6,145,10490,5,11,106,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
961,,Ag,Ag,47,1.93,1.6,145,10490,5,11,106,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
962,,Ag,Ag,47,1.93,1.6,145,10490,5,11,106,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
963,,Ag,Ag,47,1.93,1.6,145,10490,5,11,106,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
964,,Ag,Ag,47,1.93,1.6,145,10490,5,11,107,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
965,,Ag,Ag,47,1.93,1.6,145,10490,5,11,107,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
966,,Ag,Ag,47,1.93,1.6,145,10490,5,11,107,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
967,,Ag,Ag,47,1.93,1.6,145,10490,5,11,107,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
968,,Ag,Ag,47,1.93,1.6,145,10490,5,11,107,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
969,,Ag,Ag,47,1.93,1.6,145,10490,5,11,107,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
970,,Ag,Ag,47,1.93,1.6,145,10490,5,11,107,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
971,,Ag,Ag,47,1.93,1.6,145,10490,5,11,107,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
972,,Ag,Ag,47,1.93,1.6,145,10490,5,11,107,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
973,,Ag,Ag,47,1.93,1.6,145,10490,5,11,108,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
974,,Ag,Ag,47,1.93,1.6,145,10490,5,11,108,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
975,,Ag,Ag,47,1.93,1.6,145,10490,5,11,108,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
976,,Ag,Ag,47,1.93,1.6,145,10490,5,11,108,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
977,,Ag,Ag,47,1.93,1.6,145,10490,5,11,108,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
978,,Ag,Ag,47,1.93,1.6,145,10490,5,11,108,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
979,,Ag,Ag,47,1.93,1.6,145,10490,5,11,108,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
980,,Ag,Ag,47,1.93,1.6,145,10490,5,11,108,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
981,,Ag,Ag,47,1.93,1.6,145,10490,5,11,108,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
982,,Ag,Ag,47,1.93,1.6,145,10490,5,11,109,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
983,,Ag,Ag,47,1.93,1.6,145,10490,5,11,109,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
984,,Ag,Ag,47,1.93,1.6,145,10490,5,11,109,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
985,,Ag,Ag,47,1.93,1.6,145,10490,5,11,109,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
986,,Ag,Ag,47,1.93,1.6,145,10490,5,11,109,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
987,,Ag,Ag,47,1.93,1.6,145,10490,5,11,109,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
988,,Ag,Ag,47,1.93,1.6,145,10490,5,11,109,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
989,,Ag,Ag,47,1.93,1.6,145,10490,5,11,109,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
990,,Ag,Ag,47,1.93,1.6,145,10490,5,11,109,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
991,,Ag,Ag,47,1.93,1.6,145,10490,5,11,110,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
992,,Ag,Ag,47,1.93,1.6,145,10490,5,11,110,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
993,,Ag,Ag,47,1.93,1.6,145,10490,5,11,110,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
994,,Ag,Ag,47,1.93,1.6,145,10490,5,11,110,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
995,,Ag,Ag,47,1.93,1.6,145,10490,5,11,110,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
996,,Ag,Ag,47,1.93,1.6,145,10490,5,11,110,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
997,,Ag,Ag,47,1.93,1.6,145,10490,5,11,110,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
998,,Ag,Ag,47,1.93,1.6,145,10490,5,11,110,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
999,,Ag,Ag,47,1.93,1.6,145,10490,5,11,110,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
1000,,Ag,Ag,47,1.93,1.6,145,10490,5,11,111,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
1001,,Ag,Ag,47,1.93,1.6,145,10490,5,11,111,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
1002,,Ag,Ag,47,1.93,1.6,145,10490,5,11,111,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
1003,,Ag,Ag,47,1.93,1.6,145,10490,5,11,111,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
1004,,Ag,Ag,47,1.93,1.6,145,10490,5,11,111,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
1005,,Ag,Ag,47,1.93,1.6,145,10490,5,11,111,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
1006,,Ag,Ag,47,1.93,1.6,145,10490,5,11,111,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
1007,,Ag,Ag,47,1.93,1.6,145,10490,5,11,111,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
1008,,Ag,Ag,47,1.93,1.6,145,10490,5,11,111,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
1009,,Ag,Ag,47,1.93,1.6,145,10490,5,11,112,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
1010,,Ag,Ag,47,1.93,1.6,145,10490,5,11,112,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
1011,,Ag,Ag,47,1.93,1.6,145,10490,5,11,112,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
1012,,Ag,Ag,47,1.93,1.6,145,10490,5,11,112,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
1013,,Ag,Ag,47,1.93,1.6,145,10490,5,11,112,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
1014,,Ag,Ag,47,1.93,1.6,145,10490,5,11,112,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
1015,,Ag,Ag,47,1.93,1.6,145,10490,5,11,112,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
1016,,Ag,Ag,47,1.93,1.6,145,10490,5,11,112,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
1017,,Ag,Ag,47,1.93,1.6,145,10490,5,11,112,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
1018,,Ag,Ag,47,1.93,1.6,145,10490,5,11,113,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
1019,,Ag,Ag,47,1.93,1.6,145,10490,5,11,113,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
1020,,Ag,Ag,47,1.93,1.6,145,10490,5,11,113,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
1021,,Ag,Ag,47,1.93,1.6,145,10490,5,11,113,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
1022,,Ag,Ag,47,1.93,1.6,145,10490,5,11,113,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
1023,,Ag,Ag,47,1.93,1.6,145,10490,5,11,113,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
1024,,Ag,Ag,47,1.93,1.6,145,10490,5,11,113,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
1025,,Ag,Ag,47,1.93,1.6,145,10490,5,11,113,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
1026,,Ag,Ag,47,1.93,1.6,145,10490,5,11,113,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
1027,,Ag,Ag,47,1.93,1.6,145,10490,5,11,114,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
1028,,Ag,Ag,47,1.93,1.6,145,10490,5,11,114,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
1029,,Ag,Ag,47,1.93,1.6,145,10490,5,11,114,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
1030,,Ag,Ag,47,1.93,1.6,145,10490,5,11,114,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
1031,,Ag,Ag,47,1.93,1.6,145,10490,5,11,114,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
1032,,Ag,Ag,47,1.93,1.6,145,10490,5,11,114,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
1033,,Ag,Ag,47,1.93,1.6,145,10490,5,11,114,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
1034,,Ag,Ag,47,1.93,1.6,145,10490,5,11,114,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
1035,,Ag,Ag,47,1.93,1.6,145,10490,5,11,114,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
1036,,Ag,Ag,47,1.93,1.6,145,10490,5,11,115,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
1037,,Ag,Ag,47,1.93,1.6,145,10490,5,11,115,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
1038,,Ag,Ag,47,1.93,1.6,145,10490,5,11,115,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
1039,,Ag,Ag,47,1.93,1.6,145,10490,5,11,115,rod,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,116.954216,142.72154,264.05756,414.75354,28.976822,635.62695
1040,,Ag,Ag,47,1.93,1.6,145,10490,5,11,115,rod,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,198.71463,316.87234,430.4593,29.924133,1662.7684
1041,,Ag,Ag,47,1.93,1.6,145,10490,5,11,115,rod,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,116.954216,175.01964,257.7565,414.75354,29.924133,635.21783
1042,,Ag,Ag,47,1.93,1.6,145,10490,5,11,115,Polyhedral,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,130.71584,263.4436,414.75354,31.425186,635.62695
1043,,Ag,Ag,47,1.93,1.6,145,10490,5,11,115,Polyhedral,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,150.94885,296.65988,430.4593,32.372494,1662.7684
1044,,Ag,Ag,47,1.93,1.6,145,10490,5,11,115,Polyhedral,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,133.26143,257.14252,414.75354,32.372494,635.21783
1045,,Ag,Ag,47,1.93,1.6,145,10490,5,11,116,spherical,biosynthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,moderate,117.05346,180.86072,293.44135,429.81714,50.66944,635.62695
1046,,Ag,Ag,47,1.93,1.6,145,10490,5,11,116,spherical,chemical synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,194.19273,323.6709,433.00836,53.356422,1662.7684
1047,,Ag,Ag,47,1.93,1.6,145,10490,5,11,116,spherical,Green synthesis,0,E. coli,0,1,Facultative anaerobe,Rod,Singles,24,37,,weak,117.05346,179.93439,292.60297,429.0733,54.407425,635.21783
